time,INITIAL TIME,FINAL TIME,TIME STEP,SAVEPER,growth rate,growth,Population
96.25,0,100,0.25,0.25,0.1,134489.43708917825,1344894.3708917825
96.5,0,100,0.25,0.25,0.1,137851.67301640773,1378516.7301640771
96.75,0,100,0.25,0.25,0.1,141297.9648418179,1412979.648418179
97.0,0,100,0.25,0.25,0.1,144830.41396286336,1448304.1396286334
97.25,0,100,0.25,0.25,0.1,148451.17431193494,1484511.7431193492
97.5,0,100,0.25,0.25,0.1,152162.4536697333,1521624.536697333
97.75,0,100,0.25,0.25,0.1,155966.51501147664,1559665.1501147663
98.0,0,100,0.25,0.25,0.1,159865.67788676356,1598656.7788676354
98.25,0,100,0.25,0.25,0.1,163862.31983393265,1638623.1983393263
98.5,0,100,0.25,0.25,0.1,167958.87782978095,1679588.7782978094
98.75,0,100,0.25,0.25,0.1,172157.84977552548,1721578.4977552546
99.0,0,100,0.25,0.25,0.1,176461.79601991363,1764617.960199136
99.25,0,100,0.25,0.25,0.1,180873.34092041146,1808733.4092041145
99.5,0,100,0.25,0.25,0.1,185395.17444342174,1853951.7444342172
99.75,0,100,0.25,0.25,0.1,190030.05380450728,1900300.5380450727
100.0,0,100,0.25,0.25,0.1,194780.80514961996,1947808.0514961996
